epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1672.26,0.87584,0.6837,1.10151,0.99354,0.97426,0.995,0.76095,0.84448,0.54246,1.14579,0.00105174,0.00105174,0.00105174
42,1718.14,0.90466,0.71319,1.11089,0.994,0.9697,0.99038,0.75888,0.9042,0.55862,1.17106,0.00104231,0.00104231,0.00104231
43,1762.42,0.89116,0.66557,1.11239,0.99306,1,0.995,0.77771,0.78469,0.45755,1.04591,0.00103288,0.00103288,0.00103288
44,1797.92,0.94365,0.69969,1.13047,0.98813,0.99725,0.995,0.77716,0.8606,0.45443,1.06374,0.00102345,0.00102345,0.00102345
45,1835.63,0.89849,0.68433,1.10989,0.99511,0.97833,0.995,0.78232,1.02861,0.55285,1.21536,0.00101402,0.00101402,0.00101402
46,1871.94,0.87851,0.65171,1.09895,0.99555,0.97373,0.995,0.73508,1.15472,0.57075,1.33196,0.00100459,0.00100459,0.00100459
47,1909.17,0.87752,0.67846,1.1019,0.99464,0.97724,0.995,0.77001,1.11333,0.52653,1.30312,0.000995156,0.000995156,0.000995156
48,1945.78,0.8903,0.65603,1.10137,0.99189,1,0.995,0.77566,0.90913,0.47663,1.14135,0.000985724,0.000985724,0.000985724
49,1982.8,0.91722,0.67623,1.11787,0.98714,0.98114,0.995,0.76249,0.91226,0.55353,1.15008,0.000976293,0.000976293,0.000976293
50,2019.42,0.89093,0.66277,1.11462,0.97008,0.99395,0.995,0.75191,0.86724,0.46983,1.12078,0.000966861,0.000966861,0.000966861
51,2055.71,0.88279,0.70031,1.13185,0.99611,0.97604,0.995,0.75824,0.88826,0.53347,1.15143,0.00095743,0.00095743,0.00095743
52,2092.95,0.84771,0.66144,1.10261,0.98578,0.96658,0.968,0.75175,0.95112,0.6311,1.17377,0.000947999,0.000947999,0.000947999
53,2132.86,0.86868,0.62925,1.10471,0.98288,0.96787,0.97,0.72721,1.00623,0.53504,1.14649,0.000938567,0.000938567,0.000938567
54,2170.23,0.81199,0.60659,1.0804,0.9897,0.9697,0.98857,0.75826,0.81281,0.52837,1.09163,0.000929136,0.000929136,0.000929136
55,2206.84,0.83345,0.61484,1.09115,0.99226,0.9697,0.99038,0.76284,0.82472,0.47783,1.07968,0.000919704,0.000919704,0.000919704
56,2243.78,0.84603,0.62031,1.09345,0.98499,0.98825,0.995,0.78214,0.89673,0.4485,1.07621,0.000910273,0.000910273,0.000910273
57,2280.04,0.79101,0.60444,1.0649,0.97823,0.99588,0.995,0.76446,1.06385,0.52778,1.2083,0.000900842,0.000900842,0.000900842
58,2318.04,0.85444,0.61305,1.0911,0.99206,1,0.995,0.76503,0.92924,0.4588,1.12304,0.00089141,0.00089141,0.00089141
59,2355.14,0.8585,0.65458,1.11063,0.99451,0.97504,0.995,0.74333,1.00938,0.57909,1.17481,0.000881979,0.000881979,0.000881979
60,2390.56,0.81236,0.59796,1.06844,0.99582,0.97787,0.995,0.79004,0.80095,0.57793,1.09773,0.000872547,0.000872547,0.000872547
61,2427.26,0.83639,0.60027,1.09936,0.97672,0.98787,0.995,0.76457,0.93481,0.47924,1.10484,0.000863116,0.000863116,0.000863116
62,2462.81,0.83577,0.6203,1.09806,0.96817,0.99632,0.995,0.77645,0.8084,0.4337,1.06561,0.000853685,0.000853685,0.000853685
63,2499.42,0.81945,0.60248,1.08026,0.98985,1,0.995,0.77205,0.86673,0.46565,1.09599,0.000844253,0.000844253,0.000844253
64,2535.43,0.81017,0.60809,1.07856,0.9905,0.99631,0.995,0.74899,0.99992,0.52229,1.18031,0.000834822,0.000834822,0.000834822
65,2572.31,0.78666,0.56835,1.05794,0.99496,0.97535,0.995,0.74821,0.85026,0.53231,1.102,0.00082539,0.00082539,0.00082539
66,2611.76,0.83414,0.63313,1.08792,0.99396,0.97934,0.995,0.77087,0.82671,0.46236,1.09423,0.000815959,0.000815959,0.000815959
67,2648.7,0.81061,0.5792,1.09094,0.9912,0.999,0.995,0.77515,0.9675,0.45917,1.13903,0.000806528,0.000806528,0.000806528
68,2685.42,0.7794,0.59153,1.06146,0.99356,0.97015,0.995,0.76374,0.99647,0.46363,1.1386,0.000797096,0.000797096,0.000797096
69,2722.97,0.78971,0.58016,1.08332,0.9788,0.98464,0.995,0.76866,0.83601,0.4067,1.0946,0.000787665,0.000787665,0.000787665
70,2759.15,0.76681,0.55352,1.06881,0.99012,0.99712,0.995,0.7594,0.74283,0.39309,1.06532,0.000778233,0.000778233,0.000778233
71,2795.74,0.79196,0.57194,1.07046,0.9841,0.99589,0.995,0.76074,0.8071,0.3739,1.07947,0.000768802,0.000768802,0.000768802
72,2830.99,0.77476,0.54842,1.05541,0.99437,0.97606,0.995,0.75335,0.86574,0.43716,1.12391,0.000759371,0.000759371,0.000759371
73,2868.51,0.78364,0.56493,1.05591,0.98696,0.99648,0.995,0.75485,0.85229,0.41978,1.12773,0.000749939,0.000749939,0.000749939
74,2904.52,0.76854,0.55801,1.05375,0.99293,0.98185,0.995,0.75071,0.83079,0.41673,1.10042,0.000740508,0.000740508,0.000740508
75,2941.22,0.79418,0.57408,1.07527,0.98874,0.9697,0.9925,0.7887,0.79287,0.46682,1.08441,0.000731076,0.000731076,0.000731076
76,2977.91,0.76221,0.53744,1.05368,0.98281,0.96812,0.99038,0.79992,0.79273,0.43782,1.06831,0.000721645,0.000721645,0.000721645
77,3014.93,0.74648,0.51549,1.04548,0.99196,0.97823,0.995,0.80757,0.76854,0.41208,1.05961,0.000712214,0.000712214,0.000712214
78,3053.06,0.76089,0.52838,1.04647,0.99495,0.97417,0.995,0.76169,0.81321,0.39534,1.09133,0.000702782,0.000702782,0.000702782
79,3090.89,0.73666,0.52357,1.04665,0.99506,0.97575,0.995,0.77138,0.73439,0.39194,1.04556,0.000693351,0.000693351,0.000693351
80,3126.66,0.74202,0.54723,1.05983,0.99443,0.97357,0.995,0.79869,0.82283,0.4342,1.11419,0.000683919,0.000683919,0.000683919
81,3163.55,0.75832,0.52429,1.05674,0.9884,0.9697,0.9925,0.78657,0.79237,0.44805,1.06671,0.000674488,0.000674488,0.000674488
82,3199.85,0.76391,0.54535,1.05705,0.99347,0.97347,0.995,0.80961,0.80049,0.43483,1.0794,0.000665057,0.000665057,0.000665057
83,3235.85,0.73755,0.52232,1.04113,0.996,0.97323,0.995,0.7991,0.75375,0.39486,1.03622,0.000655625,0.000655625,0.000655625
84,3272.15,0.74478,0.505,1.04321,0.99085,0.9697,0.9925,0.79802,0.74435,0.40004,1.02811,0.000646194,0.000646194,0.000646194
85,3308.35,0.72219,0.50108,1.02453,0.99078,0.9697,0.9925,0.78826,0.85092,0.46384,1.09125,0.000636762,0.000636762,0.000636762
86,3344.86,0.71648,0.49475,1.04372,0.99294,0.9697,0.99038,0.77412,0.96666,0.50084,1.20142,0.000627331,0.000627331,0.000627331
87,3381.89,0.72385,0.52066,1.0326,0.99247,0.9697,0.99038,0.77392,0.89386,0.48329,1.11968,0.0006179,0.0006179,0.0006179
88,3418.35,0.73794,0.5334,1.05343,0.99465,0.97499,0.995,0.78908,0.88101,0.44865,1.12275,0.000608468,0.000608468,0.000608468
89,3455.23,0.71401,0.51378,1.03404,0.98402,0.99632,0.995,0.78466,0.83412,0.39534,1.09918,0.000599037,0.000599037,0.000599037
90,3491.88,0.74758,0.52874,1.04686,0.99358,0.99919,0.995,0.78087,0.91327,0.4027,1.11006,0.000589605,0.000589605,0.000589605
91,3529.91,0.73748,0.53302,1.03619,0.99085,0.98278,0.995,0.78525,0.78928,0.41341,1.09163,0.000580174,0.000580174,0.000580174
92,3565.62,0.73585,0.49915,1.05229,0.99444,0.97911,0.995,0.78803,0.84678,0.43673,1.09567,0.000570743,0.000570743,0.000570743
93,3601.64,0.7047,0.47707,1.04396,0.99108,1,0.995,0.77389,0.80433,0.3933,1.11044,0.000561311,0.000561311,0.000561311
94,3637.27,0.71692,0.5001,1.02208,0.99105,0.99878,0.995,0.80132,0.81093,0.38937,1.07769,0.00055188,0.00055188,0.00055188
95,3662.37,0.67462,0.48814,1.01336,0.99286,0.97861,0.995,0.79668,0.83169,0.3944,1.08924,0.000542448,0.000542448,0.000542448
96,10942.1,0.69967,0.50078,1.04254,0.99388,0.9697,0.99038,0.80125,0.74119,0.39301,1.065,0.000533017,0.000533017,0.000533017
97,10967.1,0.69191,0.50183,1.0331,0.99409,0.9697,0.97935,0.78126,0.75088,0.43158,1.06486,0.000523586,0.000523586,0.000523586
98,10991.5,0.70634,0.48186,1.03392,0.99346,0.9697,0.965,0.7697,0.75371,0.47793,1.04614,0.000514154,0.000514154,0.000514154
99,11015.4,0.68871,0.4783,1.0238,0.99363,0.9697,0.9925,0.78987,1.01193,0.4602,1.18372,0.000504723,0.000504723,0.000504723
100,11039.4,0.69497,0.5057,1.03018,0.99333,0.9697,0.9925,0.8072,0.82636,0.4199,1.06406,0.000495291,0.000495291,0.000495291
101,11063.9,0.70113,0.49353,1.01991,0.99581,0.97456,0.995,0.78156,0.76198,0.38961,1.05407,0.00048586,0.00048586,0.00048586
102,11087.4,0.69314,0.48796,1.0214,0.99169,0.98778,0.995,0.78826,0.70295,0.39275,1.05149,0.000476429,0.000476429,0.000476429
103,11111.4,0.66575,0.48345,1.00798,0.98894,0.99677,0.995,0.77661,0.77298,0.37425,1.07936,0.000466997,0.000466997,0.000466997
104,11135.1,0.68698,0.4696,1.03536,0.99292,0.97875,0.995,0.7808,0.81383,0.40746,1.08848,0.000457566,0.000457566,0.000457566
105,11158.8,0.67069,0.49105,1.02618,0.9942,0.9697,0.9925,0.78729,0.73635,0.39038,1.06217,0.000448134,0.000448134,0.000448134
106,11182.2,0.6372,0.45948,1.00769,0.99115,0.9697,0.9925,0.79089,0.77351,0.36135,1.06184,0.000438703,0.000438703,0.000438703
107,11205.7,0.65277,0.4358,1.00628,0.99223,0.97727,0.995,0.79187,0.80119,0.37227,1.07891,0.000429272,0.000429272,0.000429272
108,11228.9,0.66274,0.45743,1.01919,0.99359,0.9791,0.995,0.7954,0.82487,0.35759,1.09441,0.00041984,0.00041984,0.00041984
109,11252.8,0.66378,0.48048,1.00671,0.99262,0.97801,0.995,0.77927,0.85204,0.40659,1.12228,0.000410409,0.000410409,0.000410409
110,11276,0.66424,0.47242,1.02142,0.98925,0.98216,0.995,0.76608,0.90852,0.42902,1.14577,0.000400977,0.000400977,0.000400977
111,11299.9,0.65859,0.46833,1.01227,0.98886,0.96881,0.9925,0.77342,0.82559,0.40267,1.09845,0.000391546,0.000391546,0.000391546
112,11323.6,0.64566,0.45789,1.01343,0.98924,0.96937,0.9925,0.77702,0.78581,0.39804,1.06883,0.000382115,0.000382115,0.000382115
